Nome do produto,Variante de produto,SKU,Preço,Quantidade,Vendas brutas,Descontos,Impostos,Total de itens
Exalted Frost Avalanche,Desconhecido,Desconhecido,Desconhecido,6,"R$ 458,65","R$ 24,89","R$ 0,00","R$ 433,76"
Mix do Pudge,Desconhecido,Desconhecido,Desconhecido,2,"R$ 438,00","R$ 6,57","R$ 0,00","R$ 431,43"
Crown of Calaphas '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,7,"R$ 483,00","R$ 52,95","R$ 0,00","R$ 430,05"
The Abscesserator,Desconhecido,Desconhecido,Desconhecido,22,"R$ 506,53","R$ 77,82","R$ 0,00","R$ 428,71"
Darktrench Stalker - Shoulder,Desconhecido,Desconhecido,Desconhecido,2,"R$ 428,51","R$ 0,00","R$ 0,00","R$ 428,51"
Herald of the Ember Eye '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,7,"R$ 436,00","R$ 8,70","R$ 0,00","R$ 427,30"
Scarlet Subversion,Desconhecido,Desconhecido,Desconhecido,6,"R$ 432,00","R$ 5,03","R$ 0,00","R$ 426,97"
Signs of the Allfather '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,5,"R$ 437,00","R$ 11,06","R$ 0,00","R$ 425,94"
Ancient Dragon King,Desconhecido,Desconhecido,Desconhecido,3,"R$ 428,56","R$ 2,99","R$ 0,00","R$ 425,57"
Golden Scavenging Guttleslug,Desconhecido,Desconhecido,Desconhecido,7,"R$ 463,04","R$ 37,98","R$ 0,00","R$ 425,06"
Inscribed Padda'pon of Ribbi'tar,Desconhecido,Desconhecido,Desconhecido,1,"R$ 421,52","R$ 0,00","R$ 0,00","R$ 421,52"
Inscribed Arms of Desolation,Desconhecido,Desconhecido,Desconhecido,15,"R$ 464,61","R$ 43,18","R$ 0,00","R$ 421,43"
Tribal Pathways,Desconhecido,Desconhecido,Desconhecido,3,"R$ 428,29","R$ 7,25","R$ 0,00","R$ 421,04"
Swift Claw,Desconhecido,Desconhecido,Desconhecido,8,"R$ 474,22","R$ 55,90","R$ 0,00","R$ 418,32"
Sea Rake's Bridle,Desconhecido,Desconhecido,Desconhecido,6,"R$ 536,84","R$ 123,79","R$ 0,00","R$ 413,05"
Tyrant of the Veil,Desconhecido,Desconhecido,Desconhecido,7,"R$ 413,99","R$ 2,84","R$ 0,00","R$ 411,15"
Crimson Progenitor's Bane,Desconhecido,Desconhecido,Desconhecido,1,"R$ 430,00","R$ 21,50","R$ 0,00","R$ 408,50"
Apex Automated '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 413,00","R$ 6,60","R$ 0,00","R$ 406,40"
Cinder Sensei '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 402,00","R$ 0,00","R$ 0,00","R$ 402,00"
Glory of the Elderflame '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 411,00","R$ 9,85","R$ 0,00","R$ 401,15"
Mania's Mask,Desconhecido,Desconhecido,Desconhecido,11,"R$ 446,67","R$ 46,68","R$ 0,00","R$ 399,99"
LEGION COMMANDER,Desconhecido,Desconhecido,Desconhecido,1,"R$ 399,00","R$ 0,00","R$ 0,00","R$ 399,00"
Taur Rider,Desconhecido,Desconhecido,Desconhecido,5,"R$ 419,19","R$ 20,58","R$ 0,00","R$ 398,61"
Arms of Desolation,Desconhecido,Desconhecido,Desconhecido,16,"R$ 539,28","R$ 142,84","R$ 0,00","R$ 396,44"
Triumph of the Imperatrix,Desconhecido,Desconhecido,Desconhecido,6,"R$ 395,34","R$ 1,85","R$ 0,00","R$ 393,49"
MONKEY KING,Desconhecido,Desconhecido,Desconhecido,1,"R$ 413,00","R$ 20,65","R$ 0,00","R$ 392,35"
Onikage Disciple,Desconhecido,Desconhecido,Desconhecido,13,"R$ 432,00","R$ 42,12","R$ 0,00","R$ 389,88"
Focal Resonance,Desconhecido,Desconhecido,Desconhecido,18,"R$ 453,07","R$ 63,29","R$ 0,00","R$ 389,78"
Cannonroar Confessor,Desconhecido,Desconhecido,Desconhecido,2,"R$ 433,38","R$ 44,44","R$ 0,00","R$ 388,94"
Stone Giant Stronghold,Desconhecido,Desconhecido,Desconhecido,1,"R$ 385,00","R$ 0,00","R$ 0,00","R$ 385,00"
Pauldrons of the Demon Trickster,Desconhecido,Desconhecido,Desconhecido,8,"R$ 387,70","R$ 4,53","R$ 0,00","R$ 383,17"
Origin of the Dark Oath,Desconhecido,Desconhecido,Desconhecido,2,"R$ 388,32","R$ 5,22","R$ 0,00","R$ 383,10"
Grudges of the Gallows Tree,Desconhecido,Desconhecido,Desconhecido,2,"R$ 378,00","R$ 0,00","R$ 0,00","R$ 378,00"
Forsworn Legacy '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 382,00","R$ 4,70","R$ 0,00","R$ 377,30"
PHANTOM ASSASSIN,Desconhecido,Desconhecido,Desconhecido,1,"R$ 376,00","R$ 0,00","R$ 0,00","R$ 376,00"
Clearcut Cavalier '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,5,"R$ 391,00","R$ 15,65","R$ 0,00","R$ 375,35"
Pilgrimage of the Bladeform Aesthete,Desconhecido,Desconhecido,Desconhecido,1,"R$ 373,76","R$ 0,00","R$ 0,00","R$ 373,76"
Leviathan Whale Blade,Desconhecido,Desconhecido,Desconhecido,6,"R$ 380,31","R$ 8,99","R$ 0,00","R$ 371,32"
Fury of the Righteous Storm,Desconhecido,Desconhecido,Desconhecido,4,"R$ 375,00","R$ 5,52","R$ 0,00","R$ 369,48"
The Eyes of Avilliva - Radiant Towers,Desconhecido,Desconhecido,Desconhecido,86,"R$ 376,88","R$ 9,44","R$ 0,00","R$ 367,44"
Padda'pon of Ribbi'tar,Desconhecido,Desconhecido,Desconhecido,1,"R$ 367,41","R$ 0,00","R$ 0,00","R$ 367,41"
Primeval Abomination '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,6,"R$ 376,00","R$ 9,10","R$ 0,00","R$ 366,90"
Astral Origins,Desconhecido,Desconhecido,Desconhecido,4,"R$ 419,80","R$ 54,25","R$ 0,00","R$ 365,55"
Ardalan Arms Race,Desconhecido,Desconhecido,Desconhecido,9,"R$ 371,00","R$ 5,48","R$ 0,00","R$ 365,52"
The Gaze of Scree'Auk - Dire Towers,Desconhecido,Desconhecido,Desconhecido,94,"R$ 375,92","R$ 12,40","R$ 0,00","R$ 363,52"
Golden Wyrmwrought Flare,Desconhecido,Desconhecido,Desconhecido,5,"R$ 404,50","R$ 44,68","R$ 0,00","R$ 359,82"
Inscribed Manifold Paradox,Desconhecido,Desconhecido,Desconhecido,3,"R$ 361,92","R$ 2,56","R$ 0,00","R$ 359,36"
Concord Reversion,Desconhecido,Desconhecido,Desconhecido,3,"R$ 371,18","R$ 12,53","R$ 0,00","R$ 358,65"
Footfalls of the Sporefathers (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 377,00","R$ 20,10","R$ 0,00","R$ 356,90"
Third Awakening,Desconhecido,Desconhecido,Desconhecido,2,"R$ 359,68","R$ 5,77","R$ 0,00","R$ 353,91"
Evolution of the Infinite '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,6,"R$ 362,00","R$ 10,10","R$ 0,00","R$ 351,90"
Blink Dagger (Faca para churrasco),"Caso não queira gravação preencha com ""sem gravaçao"": Element ",Desconhecido,Desconhecido,1,"R$ 350,00","R$ 0,00","R$ 0,00","R$ 350,00"
Blink Dagger (Faca para churrasco),"Caso não queira gravação preencha com ""sem gravaçao"": sem gravação",Desconhecido,Desconhecido,1,"R$ 350,00","R$ 0,00","R$ 0,00","R$ 350,00"
Blue Horizons,Desconhecido,Desconhecido,Desconhecido,2,"R$ 346,50","R$ 0,00","R$ 0,00","R$ 346,50"
Caprine Chimera,Desconhecido,Desconhecido,Desconhecido,10,"R$ 354,00","R$ 8,14","R$ 0,00","R$ 345,86"
Lineage of the Stormlords '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 363,00","R$ 18,15","R$ 0,00","R$ 344,85"
Heartless Hunt '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 344,00","R$ 1,25","R$ 0,00","R$ 342,75"
Shadow Masquerade of the Crimson Witness,Desconhecido,Desconhecido,Desconhecido,1,"R$ 426,49","R$ 85,30","R$ 0,00","R$ 341,19"
Grim Destiny,Desconhecido,Desconhecido,Desconhecido,3,"R$ 421,32","R$ 80,46","R$ 0,00","R$ 340,86"
Fissured Flight '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,5,"R$ 375,00","R$ 34,90","R$ 0,00","R$ 340,10"
Mix Phantom Assassim,Desconhecido,Desconhecido,Desconhecido,1,"R$ 340,00","R$ 0,00","R$ 0,00","R$ 340,00"
Silver Squall - Mount,Desconhecido,Desconhecido,Desconhecido,3,"R$ 338,44","R$ 2,17","R$ 0,00","R$ 336,27"
Wrath of the Celestial Sentinel (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 386,00","R$ 50,00","R$ 0,00","R$ 336,00"
Forgotten Station,Desconhecido,Desconhecido,Desconhecido,5,"R$ 337,50","R$ 2,70","R$ 0,00","R$ 334,80"
Canis Crystallum,Desconhecido,Desconhecido,Desconhecido,7,"R$ 340,00","R$ 5,90","R$ 0,00","R$ 334,10"
Darkwood Eulogy,Desconhecido,Desconhecido,Desconhecido,6,"R$ 415,45","R$ 84,80","R$ 0,00","R$ 330,65"
Blackwing Bandolera,Desconhecido,Desconhecido,Desconhecido,9,"R$ 333,00","R$ 3,97","R$ 0,00","R$ 329,03"
Inscribed Axia of Metira,Desconhecido,Desconhecido,Desconhecido,1,"R$ 329,00","R$ 0,00","R$ 0,00","R$ 329,00"
Genuine Skittering Desolation,Desconhecido,Desconhecido,Desconhecido,8,"R$ 337,26","R$ 11,18","R$ 0,00","R$ 326,08"
Fate Meridian,Desconhecido,Desconhecido,Desconhecido,2,"R$ 328,96","R$ 3,29","R$ 0,00","R$ 325,67"
Lamb to the Slaughter,Desconhecido,Desconhecido,Desconhecido,7,"R$ 339,15","R$ 14,95","R$ 0,00","R$ 324,20"
Days of the Demon,Desconhecido,Desconhecido,Desconhecido,2,"R$ 330,77","R$ 7,65","R$ 0,00","R$ 323,12"
Dawn of a Darkness Foretold,Desconhecido,Desconhecido,Desconhecido,3,"R$ 338,79","R$ 17,17","R$ 0,00","R$ 321,62"
Inscribed Shatterblast Crown,Desconhecido,Desconhecido,Desconhecido,7,"R$ 349,90","R$ 29,67","R$ 0,00","R$ 320,23"
Whisky the Stout Artifact,Desconhecido,Desconhecido,Desconhecido,5,"R$ 350,57","R$ 31,35","R$ 0,00","R$ 319,22"
Claszureme Incursion,Desconhecido,Desconhecido,Desconhecido,1,"R$ 319,00","R$ 0,00","R$ 0,00","R$ 319,00"
Bloodfeather Finery,Desconhecido,Desconhecido,Desconhecido,3,"R$ 326,94","R$ 8,90","R$ 0,00","R$ 318,04"
Steward of the Forbidden Chamber '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 318,00","R$ 0,00","R$ 0,00","R$ 318,00"
Songs of Starfall Glen,Desconhecido,Desconhecido,Desconhecido,3,"R$ 327,38","R$ 9,43","R$ 0,00","R$ 317,95"
Infused Claws of the Ferocious Heart,Desconhecido,Desconhecido,Desconhecido,13,"R$ 356,15","R$ 39,42","R$ 0,00","R$ 316,73"
Empyrean,Desconhecido,Desconhecido,Desconhecido,7,"R$ 337,16","R$ 21,61","R$ 0,00","R$ 315,55"
Acrimonies of Obsession,Desconhecido,Desconhecido,Desconhecido,3,"R$ 314,42","R$ 3,38","R$ 0,00","R$ 311,04"
Hounds of Obsession,Desconhecido,Desconhecido,Desconhecido,3,"R$ 328,04","R$ 17,27","R$ 0,00","R$ 310,77"
Bird of Prey,Desconhecido,Desconhecido,Desconhecido,6,"R$ 318,96","R$ 8,70","R$ 0,00","R$ 310,26"
Heartless Hunt (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 344,60","R$ 35,08","R$ 0,00","R$ 309,52"
Blacksail Cannoneer,Desconhecido,Desconhecido,Desconhecido,2,"R$ 337,44","R$ 29,90","R$ 0,00","R$ 307,54"
Inscribed Focal Resonance,Desconhecido,Desconhecido,Desconhecido,14,"R$ 330,89","R$ 23,63","R$ 0,00","R$ 307,26"
Weather Spring,Desconhecido,Desconhecido,Desconhecido,17,"R$ 320,00","R$ 14,00","R$ 0,00","R$ 306,00"
Crux of Perplex,Desconhecido,Desconhecido,Desconhecido,21,"R$ 359,46","R$ 53,81","R$ 0,00","R$ 305,65"
Weather Moonbeam,Desconhecido,Desconhecido,Desconhecido,14,"R$ 318,00","R$ 13,70","R$ 0,00","R$ 304,30"
Crownfall - Radiant Creeps,Desconhecido,Desconhecido,Desconhecido,86,"R$ 312,26","R$ 9,95","R$ 0,00","R$ 302,31"
Seadog's Stash,Desconhecido,Desconhecido,Desconhecido,4,"R$ 324,85","R$ 22,93","R$ 0,00","R$ 301,92"
Endowments of the Lucent Canopy '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 389,00","R$ 88,00","R$ 0,00","R$ 301,00"
Withering Pain,Desconhecido,Desconhecido,Desconhecido,2,"R$ 306,50","R$ 7,76","R$ 0,00","R$ 298,74"
Weather Snow,Desconhecido,Desconhecido,Desconhecido,13,"R$ 312,00","R$ 13,70","R$ 0,00","R$ 298,30"
Third Awakening '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 306,00","R$ 10,20","R$ 0,00","R$ 295,80"
Heartless Hunt,Desconhecido,Desconhecido,Desconhecido,2,"R$ 294,12","R$ 0,00","R$ 0,00","R$ 294,12"
Autographed Blade of Tears,Desconhecido,Desconhecido,Desconhecido,2,"R$ 293,13","R$ 0,00","R$ 0,00","R$ 293,13"
Cannonroar Confessor - Arms,Desconhecido,Desconhecido,Desconhecido,2,"R$ 297,67","R$ 6,04","R$ 0,00","R$ 291,63"
Photax Fluttercat,Desconhecido,Desconhecido,Desconhecido,9,"R$ 297,00","R$ 6,03","R$ 0,00","R$ 290,97"
Stonemarch Sovereign,Desconhecido,Desconhecido,Desconhecido,2,"R$ 306,05","R$ 15,24","R$ 0,00","R$ 290,81"
Distinguished Expeditionary,Desconhecido,Desconhecido,Desconhecido,3,"R$ 357,00","R$ 67,41","R$ 0,00","R$ 289,59"
Deathstitch Shaman,Desconhecido,Desconhecido,Desconhecido,5,"R$ 295,75","R$ 7,26","R$ 0,00","R$ 288,49"
Concord Dominion,Desconhecido,Desconhecido,Desconhecido,11,"R$ 400,26","R$ 112,57","R$ 0,00","R$ 287,69"
Weather Pestilence,Desconhecido,Desconhecido,Desconhecido,15,"R$ 315,00","R$ 29,11","R$ 0,00","R$ 285,89"
Unchained Entropy,Desconhecido,Desconhecido,Desconhecido,8,"R$ 287,20","R$ 1,73","R$ 0,00","R$ 285,47"
Defender of Ruin,Desconhecido,Desconhecido,Desconhecido,2,"R$ 284,00","R$ 0,00","R$ 0,00","R$ 284,00"
Genuine Rapier of the Burning God,Desconhecido,Desconhecido,Desconhecido,11,"R$ 286,22","R$ 3,98","R$ 0,00","R$ 282,24"
Widow of the Undermount Gloom '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 284,00","R$ 2,90","R$ 0,00","R$ 281,10"
Genuine Rapier of the Burning God Offhand,Desconhecido,Desconhecido,Desconhecido,13,"R$ 289,47","R$ 9,15","R$ 0,00","R$ 280,32"
Hidden Vector,Desconhecido,Desconhecido,Desconhecido,5,"R$ 283,56","R$ 3,96","R$ 0,00","R$ 279,60"
Bloodzo the Bear,Desconhecido,Desconhecido,Desconhecido,9,"R$ 291,60","R$ 13,00","R$ 0,00","R$ 278,60"
The Magus Cypher UPADA,Desconhecido,Desconhecido,Desconhecido,2,"R$ 302,40","R$ 24,10","R$ 0,00","R$ 278,30"
Beast of the Crimson Ring '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 278,00","R$ 0,00","R$ 0,00","R$ 278,00"
Gimlek Decanter,Desconhecido,Desconhecido,Desconhecido,21,"R$ 311,96","R$ 34,31","R$ 0,00","R$ 277,65"
Golden Mandate of the Stormborn,Desconhecido,Desconhecido,Desconhecido,4,"R$ 278,47","R$ 3,76","R$ 0,00","R$ 274,71"
Dark Behemoth,Desconhecido,Desconhecido,Desconhecido,1,"R$ 273,29","R$ 0,00","R$ 0,00","R$ 273,29"
Weather Aurora,Desconhecido,Desconhecido,Desconhecido,13,"R$ 286,00","R$ 13,23","R$ 0,00","R$ 272,77"
Auspice of the Whyrlegyge,Desconhecido,Desconhecido,Desconhecido,24,"R$ 317,17","R$ 44,93","R$ 0,00","R$ 272,24"
Signs of the Allfather (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,5,"R$ 269,30","R$ 0,00","R$ 0,00","R$ 269,30"
The Chained Scribe(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,6,"R$ 274,00","R$ 5,80","R$ 0,00","R$ 268,20"
Prismatic: Dungeon Doom,Desconhecido,Desconhecido,Desconhecido,2,"R$ 273,12","R$ 5,46","R$ 0,00","R$ 267,66"
Shatterblast Crown,Desconhecido,Desconhecido,Desconhecido,6,"R$ 287,25","R$ 19,66","R$ 0,00","R$ 267,59"
Exalted Blades of Voth Domosh,Desconhecido,Desconhecido,Desconhecido,2,"R$ 266,40","R$ 0,00","R$ 0,00","R$ 266,40"
Brightfist,Desconhecido,Desconhecido,Desconhecido,2,"R$ 265,42","R$ 0,00","R$ 0,00","R$ 265,42"
Creed of the Skullhound,Desconhecido,Desconhecido,Desconhecido,2,"R$ 265,07","R$ 0,00","R$ 0,00","R$ 265,07"
Remnants of Ascension,Desconhecido,Desconhecido,Desconhecido,4,"R$ 275,48","R$ 10,87","R$ 0,00","R$ 264,61"
EMBER SPIRIT,Desconhecido,Desconhecido,Desconhecido,4,"R$ 266,62","R$ 3,15","R$ 0,00","R$ 263,47"
Darktrench Stalker - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 263,46","R$ 0,00","R$ 0,00","R$ 263,46"
Radiant Conqueror,Desconhecido,Desconhecido,Desconhecido,1,"R$ 288,00","R$ 25,00","R$ 0,00","R$ 263,00"
Crownfall - Dire Creeps,Desconhecido,Desconhecido,Desconhecido,98,"R$ 276,00","R$ 13,01","R$ 0,00","R$ 262,99"
Genuine Soul Diffuser,Desconhecido,Desconhecido,Desconhecido,2,"R$ 262,69","R$ 2,72","R$ 0,00","R$ 259,97"
Cosmic Concoctioneers,Desconhecido,Desconhecido,Desconhecido,2,"R$ 260,50","R$ 1,13","R$ 0,00","R$ 259,37"
Demon Form of the Foulfell Corruptor,Desconhecido,Desconhecido,Desconhecido,3,"R$ 278,79","R$ 19,86","R$ 0,00","R$ 258,93"
Bane of the Deathstalkers - Belt,Desconhecido,Desconhecido,Desconhecido,5,"R$ 332,88","R$ 74,44","R$ 0,00","R$ 258,44"
Monarch of the Sapphire Glen,Desconhecido,Desconhecido,Desconhecido,23,"R$ 316,50","R$ 58,17","R$ 0,00","R$ 258,33"
Shadowleaf Insurgent (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 260,71","R$ 3,95","R$ 0,00","R$ 256,76"
Hare of the Cog,Desconhecido,Desconhecido,Desconhecido,8,"R$ 260,00","R$ 3,24","R$ 0,00","R$ 256,76"
Beholden of the Banished Ones (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 266,00","R$ 9,30","R$ 0,00","R$ 256,70"
Talons of the Endless Storm '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 258,00","R$ 2,90","R$ 0,00","R$ 255,10"
Inscribed Armor of the Demon Trickster,Desconhecido,Desconhecido,Desconhecido,1,"R$ 255,03","R$ 0,00","R$ 0,00","R$ 255,03"
Forgotten Station '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 264,00","R$ 9,30","R$ 0,00","R$ 254,70"
PUDGE,Desconhecido,Desconhecido,Desconhecido,1,"R$ 268,00","R$ 13,40","R$ 0,00","R$ 254,60"
Arcane Inverter '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 265,00","R$ 10,85","R$ 0,00","R$ 254,15"
The Strings of Suradan,Desconhecido,Desconhecido,Desconhecido,17,"R$ 275,20","R$ 22,89","R$ 0,00","R$ 252,31"
Belt of the Bladeform Aesthete,Desconhecido,Desconhecido,Desconhecido,1,"R$ 252,30","R$ 1,56","R$ 0,00","R$ 250,74"
Darkblade Adept,Desconhecido,Desconhecido,Desconhecido,8,"R$ 259,20","R$ 9,06","R$ 0,00","R$ 250,14"
Bleeding Edge,Desconhecido,Desconhecido,Desconhecido,8,"R$ 250,00","R$ 0,34","R$ 0,00","R$ 249,66"
Ravenous Abyss '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,5,"R$ 315,00","R$ 66,15","R$ 0,00","R$ 248,85"
Colossal Terrorpin,Desconhecido,Desconhecido,Desconhecido,10,"R$ 294,00","R$ 45,94","R$ 0,00","R$ 248,06"
Apogee of the Guardian Flame,Desconhecido,Desconhecido,Desconhecido,14,"R$ 260,01","R$ 15,86","R$ 0,00","R$ 244,15"
Rose of Moira,Desconhecido,Desconhecido,Desconhecido,8,"R$ 244,28","R$ 0,65","R$ 0,00","R$ 243,63"
Guilt of the Survivor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 243,56","R$ 0,00","R$ 0,00","R$ 243,56"
Weather Harvest,Desconhecido,Desconhecido,Desconhecido,14,"R$ 252,00","R$ 8,49","R$ 0,00","R$ 243,51"
Ravencloak,Desconhecido,Desconhecido,Desconhecido,4,"R$ 245,62","R$ 3,37","R$ 0,00","R$ 242,25"
Souls Tyrant,Desconhecido,Desconhecido,Desconhecido,2,"R$ 330,00","R$ 88,32","R$ 0,00","R$ 241,68"
Chrononaut Continuum,Desconhecido,Desconhecido,Desconhecido,5,"R$ 240,00","R$ 0,00","R$ 0,00","R$ 240,00"
Starlorn Adjudicator '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 279,00","R$ 39,36","R$ 0,00","R$ 239,64"
Dapper Disguise,Desconhecido,Desconhecido,Desconhecido,2,"R$ 334,00","R$ 94,62","R$ 0,00","R$ 239,38"
Infernal Chieftain,Desconhecido,Desconhecido,Desconhecido,9,"R$ 306,72","R$ 67,78","R$ 0,00","R$ 238,94"
Shards of Exile,Desconhecido,Desconhecido,Desconhecido,6,"R$ 265,79","R$ 26,91","R$ 0,00","R$ 238,88"
Fowl Omen (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 236,00","R$ 0,00","R$ 0,00","R$ 236,00"
Seadog's Stash '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 240,00","R$ 6,00","R$ 0,00","R$ 234,00"
Ravenous Abyss (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 240,00","R$ 6,30","R$ 0,00","R$ 233,70"
Mantle of the Cinder Baron,Desconhecido,Desconhecido,Desconhecido,23,"R$ 264,16","R$ 30,92","R$ 0,00","R$ 233,24"
Flame of Origin,Desconhecido,Desconhecido,Desconhecido,7,"R$ 240,80","R$ 8,34","R$ 0,00","R$ 232,46"
Secrets of the Celestial '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 232,00","R$ 0,00","R$ 0,00","R$ 232,00"
Spoils of the Shadowveil (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 239,00","R$ 8,45","R$ 0,00","R$ 230,55"
Desert Bloom '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 232,00","R$ 5,80","R$ 0,00","R$ 226,20"
Hounds of Obsession '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 232,00","R$ 6,65","R$ 0,00","R$ 225,35"
Molten Claw,Desconhecido,Desconhecido,Desconhecido,7,"R$ 327,80","R$ 102,50","R$ 0,00","R$ 225,30"
The Chained Scribe,Desconhecido,Desconhecido,Desconhecido,2,"R$ 229,09","R$ 4,01","R$ 0,00","R$ 225,08"
Beast of the Crimson Ring (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 225,00","R$ 0,00","R$ 0,00","R$ 225,00"
Herald of the Ember Eye (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 227,30","R$ 2,50","R$ 0,00","R$ 224,80"
Golden Infernal Chieftain,Desconhecido,Desconhecido,Desconhecido,1,"R$ 320,76","R$ 96,23","R$ 0,00","R$ 224,53"
Fury of the Bloodforge,Desconhecido,Desconhecido,Desconhecido,2,"R$ 326,00","R$ 103,68","R$ 0,00","R$ 222,32"
Auspicious Scythe of Vyse,Desconhecido,Desconhecido,Desconhecido,5,"R$ 222,13","R$ 0,00","R$ 0,00","R$ 222,13"
Flashpoint Proselyte '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 225,00","R$ 3,00","R$ 0,00","R$ 222,00"
Endless Night (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 252,60","R$ 30,78","R$ 0,00","R$ 221,82"
Desert Bloom(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 224,00","R$ 2,50","R$ 0,00","R$ 221,50"
Taur Rider '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,4,"R$ 222,00","R$ 2,10","R$ 0,00","R$ 219,90"
Inscribed Muh Keen Gun,Desconhecido,Desconhecido,Desconhecido,12,"R$ 233,83","R$ 14,09","R$ 0,00","R$ 219,74"
Grim Destiny (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 222,00","R$ 3,70","R$ 0,00","R$ 218,30"
Masque of Awaleb,Desconhecido,Desconhecido,Desconhecido,3,"R$ 216,93","R$ 0,00","R$ 0,00","R$ 216,93"
Gothic Whisper (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 220,00","R$ 4,40","R$ 0,00","R$ 215,60"
The Wilding Tiger,Desconhecido,Desconhecido,Desconhecido,2,"R$ 213,10","R$ 0,00","R$ 0,00","R$ 213,10"
Mount of the Winged Sentinel,Desconhecido,Desconhecido,Desconhecido,11,"R$ 281,48","R$ 69,47","R$ 0,00","R$ 212,01"
